,Customer Care Address,Manufacturer,discount,image,productname,selling_price,stylist_notes,sub_category,Colour,Design,Design Length,Design Width,Gross Weight,Material,Sales Package,Surface Finish,Theme,Width,Length,Age Group,Alarm Clock,Case Color,Case Material,Case Shape,Dial Color,Disclamer,Gender,Glass Material,Strap Color,Strap Material,Warranty,Warranty Instructions,Warranty Time,Earring Length,Earring Width,Gemstone Colour,Necklace Length,Chain Length,Pendant Length,Pendant Width,Necklace Width,Size,Stone Weight,Gold Weight,Stone-Weight,Diamond Weight,Hath Phool Bracelet Length,Hath Phool Design Length,Hath Phool Design Width,Hath Phool Length,Hath Phool Ring Design Length,Hath Phool Ring Design Width,Long Necklace Design Length,Long Necklace Design Width,Long Necklace Length,Long Necklace Pendant Length,Long Necklace Pendant Width,Maang Tika Design Length,Small Necklace Design Length,Small Necklace Diameter,Small Necklace Length,Small Necklace Pendant Length,Small Necklace Pendant Width,Small Necklace Width,Maang Tika Chain Length,Maang Tika Side Chain Length,Small Necklace Design Width,Diameter
664,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/631582/large/pearl-necklace-with-charming-centerpiece-rcjai20402-ms-20180208-23827-k9wxvw.jpg', 'https://images.voylla.com/i/631583/large/pearl-necklace-with-charming-centerpiece-rcjai20402-20180208-23827-19v56a.jpg', 'https://images.voylla.com/i/631584/large/pearl-necklace-with-charming-centerpiece-rcjai20402-20180208-23827-17c4nkd.jpg', 'https://images.voylla.com/i/631585/large/pearl-necklace-with-charming-centerpiece-rcjai20402-20180208-23827-1hkp9qo.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Pearl Necklace with Charming Centerpiece,499.0,"An artistic masterpiece, this lovely necklace  is the very definition of ethnic opulence and class. Crafted from brass and embellished with dazzling cubic zirconia and unblemished pearls, this silver plated necklace will add to the brilliance of your casual and fetive outfits alike. 

This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Geometric,,,86.62 gms,Brass,1 Necklace,Embellished,Classic,,,,,,,,,,,,,,,,,,,,48.9 cm (19.25 inches),,,,8.89 cm (3.5 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,
665,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/1027452/large/green-coloured-ikkat-pride-long-necklace-1-rvjai1t308-ms-20210601-1811-1ywl73t.jpg', 'https://images.voylla.com/i/1027453/large/green-coloured-ikkat-pride-long-necklace-1-rvjai1t308-20210601-1811-1cr52na.jpg', 'https://images.voylla.com/i/1027454/large/green-coloured-ikkat-pride-long-necklace-1-rvjai1t308-20210601-1811-t5bmf7.jpg', 'https://images.voylla.com/i/1027455/large/green-coloured-ikkat-pride-long-necklace-1-rvjai1t308-20210601-1811-eby2b4.jpg', 'https://images.voylla.com/i/1027456/large/green-coloured-ikkat-pride-long-necklace-1-rvjai1t308-20210601-1811-116yp97.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",(Unboxed) - Green Coloured Ikkat Pride Long Necklace,499.0,"Add a pop of colour to your ethnic outfit with this green coloured long Ikkat Pride necklace. Team it with black sleeveless kurta and camel colour pants. This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Generic,,,,Alloy,1 Necklace,High Polish,Traditional and Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,500.0,"['https://images.voylla.com/i/1015293/large/fashion-necklaces-731-rv1571t304-ms-20210507-10264-1nb0qxs.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Fashion Necklaces,499.0,"This piece of jewellery may have minor defects that are not easily detected when someone wears it. We check every piece of jewellery to ensure that these defects are minor in nature and do not impact the look and aesthetic of the jewellery. Moreover, these defects are not easily noticeable by others when someone wears it. The image shown here is of the actual product that will be shipped to youFashion Necklaces This is a non returnable item. Fashion jewelry lasts longer when kept dry and free of chemicals. Follow This simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Gold,Generic,,,,,,High Polish,Traditional and Classic,,,False,,,,,,,Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/1013831/large/short-necklaces-traditional-75-rv0374t302-ms-20210430-16174-g7q0o1.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Short Necklaces Traditional,499.0,"This piece of jewellery may have minor defects that are not easily detected when someone wears it. We check every piece of jewellery to ensure that these defects are minor in nature and do not impact the look and aesthetic of the jewellery. Moreover, these defects are not easily noticeable by others when someone wears it. The image shown here is of the actual product that will be shipped to you Fashion Necklaces. This is a non returnable item. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Generic,,,,Beads,,High Polish,Traditional and Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/1013830/large/short-necklaces-traditional-74-rv0364t302-ms-20210430-16174-2qbjfi.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Short Necklaces Traditional,499.0,"This piece of jewellery may have minor defects that are not easily detected when someone wears it. We check every piece of jewellery to ensure that these defects are minor in nature and do not impact the look and aesthetic of the jewellery. Moreover, these defects are not easily noticeable by others when someone wears it. The image shown here is of the actual product that will be shipped to you Fashion Necklaces. This is a non returnable item. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Generic,,,,Beads,,High Polish,Traditional and Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/1013829/large/short-necklaces-traditional-71-rv0324t302-ms-20210430-16174-jrk62r.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Short Necklaces Traditional,499.0,"This piece of jewellery may have minor defects that are not easily detected when someone wears it. We check every piece of jewellery to ensure that these defects are minor in nature and do not impact the look and aesthetic of the jewellery. Moreover, these defects are not easily noticeable by others when someone wears it. The image shown here is of the actual product that will be shipped to you Fashion Necklaces. This is a non returnable item. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Generic,,,,Beads,,High Polish,Traditional and Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/1011872/large/short-necklaces-traditional-30-rv0014t302-ms-20210416-10583-tzhbo8.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Short Necklaces Traditional,499.0,"Short Necklaces Traditional. This is a non returnable item. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off. ",Necklace,Silver,Generic,,,,Beads,,High Polish,Traditional and Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/1011484/large/brass-oxidized-statement-necklace-vmjai43270-ms-20210409-17377-wdgz7q.jpg', 'https://images.voylla.com/i/1011485/large/brass-oxidized-statement-necklace-vmjai43270-20210409-17377-1dqtp04.jpg', 'https://images.voylla.com/i/1011486/large/brass-oxidized-statement-necklace-vmjai43270-20210409-17377-roamur.jpg', 'https://images.voylla.com/i/1011487/large/brass-oxidized-statement-necklace-vmjai43270-20210409-17377-skb5hc.jpg', 'https://images.voylla.com/i/1011488/large/brass-oxidized-statement-necklace-vmjai43270-20210409-17377-vsdzhm.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Rava Ball Brass Oxidized Statement Necklace,499.0,Feel comfortable and gorgeous with this brass statement necklace. This piece has given an oxidized gold finish that gives a classy touch to it. You can pair it with a saree or suit.,Necklace,Gold,Geometric,,,,Brass,1 Necklace,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/1004972/large/kalbelia-colorful-enamel-statement-necklace-vmjai43183-ms-20210121-16749-ddjsmf.jpg', 'https://images.voylla.com/i/1004973/large/kalbelia-colorful-enamel-statement-necklace-vmjai43183-20210121-16749-q7da6p.jpg', 'https://images.voylla.com/i/1004974/large/kalbelia-colorful-enamel-statement-necklace-vmjai43183-20210121-16749-154i0bb.jpg', 'https://images.voylla.com/i/1004975/large/kalbelia-colorful-enamel-statement-necklace-vmjai43183-20210121-16749-9vcv8o.jpg', 'https://images.voylla.com/i/1004976/large/kalbelia-colorful-enamel-statement-necklace-vmjai43183-20210121-16749-ap8bb.jpg', 'https://images.voylla.com/i/1004977/large/kalbelia-colorful-enamel-statement-necklace-vmjai43183-20210121-16749-15kdzna.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Kalbelia Colorful Enamel Statement Necklace ,499.0,"Colorful enamel pom pom statement necklace inspired by a glimpse of Kalbelia attire. Made of brass and oxidized silver-plated, this necklace can go well with traditional attire.",Necklace,Silver,Generic,,,,Brass,1 Necklace,High Polish,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/1003897/large/aham-brahmasmi-inscription-brass-necklace-vmjai43136-ms-20201205-1058-4o6fx6.jpg', 'https://images.voylla.com/i/1003898/large/aham-brahmasmi-inscription-brass-necklace-vmjai43136-20201205-1058-1so3w3c.jpg', 'https://images.voylla.com/i/1003899/large/aham-brahmasmi-inscription-brass-necklace-vmjai43136-20201205-1058-bd63vn.jpg', 'https://images.voylla.com/i/1003901/large/aham-brahmasmi-inscription-brass-necklace-vmjai43136-20201205-1058-kjyh18.jpg', 'https://images.voylla.com/i/1003903/large/aham-brahmasmi-inscription-brass-necklace-vmjai43136-20201205-1058-1u4t29v.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Aham Brahmasmi Inscription Brass Necklace,499.0,"Adorned with a single Rudraksha bead and featuring “Aham Brahmasmi” inscription, this brass necklace has been inspired by Yogic principles and ancient Indian texts. Oxidised plated and lightly embellished, the necklace is comfortable, lightweight and versatile.",Necklace,Silver,Geometric,,,,Brass,1 Necklace,Enamel,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",500.0,"['https://images.voylla.com/i/882009/large/nayantara-tribal-inspired-necklace-vmjai41671-ms-20190808-17353-15u1t62.jpg', 'https://images.voylla.com/i/882010/large/nayantara-tribal-inspired-necklace-vmjai41671-20190808-17353-ireyoz.jpg', 'https://images.voylla.com/i/882011/large/nayantara-tribal-inspired-necklace-vmjai41671-20190808-17353-1gotyjd.jpg', 'https://images.voylla.com/i/882012/large/nayantara-tribal-inspired-necklace-vmjai41671-20190808-17353-1pu49u7.jpg', 'https://images.voylla.com/i/882013/large/nayantara-tribal-inspired-necklace-vmjai41671-20190808-17353-yvjavn.jpg', 'https://images.voylla.com/i/882014/large/nayantara-tribal-inspired-necklace-vmjai41671-20190808-17353-h3c3d5.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Nayantara Tribal Inspired Necklace,499.0,"Tribal inspired brass necklace with floral motifs. Oxidised silver plated and lightly embellished. Pair with a cotton saree.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Geometric,3.18 cm (1.25 inches),6.3 cm (2.48 inches),18.89 gms,Brass,1 Necklace,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,59.18 cm (23.3 inches),,,,6.3 cm (2.48 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,
675,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",450.0,"['https://images.voylla.com/i/766988/large/mandala-half-wing-drops-necklace-vmjai40801-ms-20181211-14975-recax8.jpg', 'https://images.voylla.com/i/766990/large/mandala-half-wing-drops-necklace-vmjai40801-20181211-14975-zib8ww.jpg', 'https://images.voylla.com/i/766992/large/mandala-half-wing-drops-necklace-vmjai40801-20181211-14975-1dkgkmj.jpg', 'https://images.voylla.com/i/766994/large/mandala-half-wing-drops-necklace-vmjai40801-20181211-14975-g9qhi0.jpg', 'https://images.voylla.com/i/766996/large/mandala-half-wing-drops-necklace-vmjai40801-20181211-14975-1ugsiii.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Mandala Half Wing Drops Necklace,649.0,"Half wing drops necklace made from brass. Lightly embellished and oxidized silver plated. Good for formal wear.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Geometric,5.46 cm (2.15 inches),8.89 cm (3.5 inches),16.32 gms,Brass,1 Necklace,Oxidised,Classic,,,,,,,,,,,,,,,,,,,,80.01 cm (31.5 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",450.0,"['https://images.voylla.com/i/768206/large/blush-collection-flowers-and-tassels-necklace-vmjai25155-ms-20181216-5039-n7adih.jpg', 'https://images.voylla.com/i/768207/large/blush-collection-flowers-and-tassels-necklace-vmjai25155-20181216-5039-j6fmjv.jpg', 'https://images.voylla.com/i/768208/large/blush-collection-flowers-and-tassels-necklace-vmjai25155-20181216-5039-fxfgw1.jpg', 'https://images.voylla.com/i/768209/large/blush-collection-flowers-and-tassels-necklace-vmjai25155-20181216-5039-2bnuwy.jpg', 'https://images.voylla.com/i/768210/large/blush-collection-flowers-and-tassels-necklace-vmjai25155-20181216-5039-16hsh38.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Blush Collection Flowers and Tassels Necklace,649.0,"Inspired by the season's hottest runway hues, this necklace has been fashioned out of brass. Yellow gold plated and embellished with gems. Wear with a cocktail dress.
This piece of jewelry comes with the Voylla assurance of quality and durability. Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Gold,Geometric,8.26 cm (3.25 inches),10.8 cm (4.25 inches),48.13 gms,Brass,1 Necklace,Embellished,Classic,,,,,,,,,,,,,,,,,,,,53.34 cm (21.0 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",450.0,"['https://images.voylla.com/i/982131/large/layer-pearl-galleria-necklace-rcjai20430-ms-20200314-11079-dov4ur.jpg', 'https://images.voylla.com/i/982132/large/layer-pearl-galleria-necklace-rcjai20430-20200314-11079-1rgm6il.jpg', 'https://images.voylla.com/i/982133/large/layer-pearl-galleria-necklace-rcjai20430-20200314-11079-1df73qo.jpg', 'https://images.voylla.com/i/982134/large/layer-pearl-galleria-necklace-rcjai20430-20200314-11079-1j9crb3.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Layer Pearl Galleria Necklace,649.0,"""Show your sophistication with this beautiful layer necklace from Pearl Galleria collection. This stunner will go well with cotton sarees and suits. Great for college fests.""


This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Geometric,,,127.15 gms,Brass,1 Necklace,Plain,Classic,,,,,,,,,,,,,,,,,,,,45.72 cm (18.0 inches),,,,10.16 cm (4.0 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,
678,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",450.0,"['https://images.voylla.com/i/603274/large/multi-layer-pearl-and-yellow-beads-necklace-rcjai20433-ms-20171222-15216-1oqxtdh.jpg', 'https://images.voylla.com/i/603275/large/multi-layer-pearl-and-yellow-beads-necklace-rcjai20433-20171222-15216-1ydqj2k.jpg', 'https://images.voylla.com/i/603276/large/multi-layer-pearl-and-yellow-beads-necklace-rcjai20433-20171222-15216-12cm9ig.jpg', 'https://images.voylla.com/i/603277/large/multi-layer-pearl-and-yellow-beads-necklace-rcjai20433-20171222-15216-nqd0bl.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Multi Layer Pearl and Yellow Beads Necklace,649.0,"This wedding season flaunt a chic look with this necklace from our Pearl Galleria collection. Be the attractive bridesmaid with this exclusive necklace. Team it with a golden chiffon sari.

This piece of jewelry comes with the Voylla assurance of quality and durability..

Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Silver,Geometric,,,131.95 gms,Brass,1 Necklace,Plain,Classic,,,,,,,,,,,,,,,,,,,,48.26 cm (19.0 inches),,,,10.16 cm (4.0 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,
679,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",450.0,"['https://images.voylla.com/i/951739/large/black-rhodium-plated-beaded-pearl-necklace-fhdel20455-ms-20200104-18037-1bo9t2.jpg', 'https://images.voylla.com/i/951740/large/black-rhodium-plated-beaded-pearl-necklace-fhdel20455-20200104-18037-1hvuhya.jpg', 'https://images.voylla.com/i/951741/large/black-rhodium-plated-beaded-pearl-necklace-fhdel20455-20200104-18037-1elzlms.jpg', 'https://images.voylla.com/i/951742/large/black-rhodium-plated-beaded-pearl-necklace-fhdel20455-20200104-18037-1oknz3n.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Black Rhodium Plated Beaded Pearl Necklace,649.0,"Inspired from vintage jewelry pieces, this layered necklace is a true classic. Immaculate, unblemished pearls have been used to embellish this lovely piece, which has been crafted from brass. Black rhodium plating adds to its timeless charm.

This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Necklace,Black,Geometric,,,57.33 gms,Brass,1 Necklace,Embellished,Classic,,,,,,,,,,,,,,,,,,,,50.8 cm (20.0 inches),,,,8.89 cm (3.5 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,
680,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",450.0,"['https://images.voylla.com/i/972231/large/beads-dangled-with-chain-designer-necklace-for-women-1-rjdel20175-ms-20200202-7815-16mi8lw.jpg', 'https://images.voylla.com/i/972232/large/beads-dangled-with-chain-designer-necklace-for-women-1-rjdel20175-20200202-7815-1c7jd1y.jpg', 'https://images.voylla.com/i/972233/large/beads-dangled-with-chain-designer-necklace-for-women-1-rjdel20175-20200202-7815-j6js4c.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Beads Dangled With Chain Designer Necklace For Women,649.0,"A feminine, classic silhouette with a modern twist. This beautiful layered necklace presents multiple rows of crystals on silver-plated chains.  This piece of jewelry comes with the Voylla assurance of quality and durability.  Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off. ",Necklace,Silver,Geometric,3.81 cm (1.5 inches),12.07 cm (4.75 inches),17.38 gms,Metal,1 Necklace,Embellished,Classic,,,,,,,,,,,,,,,,,,,,40.64 cm (16.0 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
